Dmc;Value;Timestamp;Feature;Machine;LowerLimit;UpperLimit;MeasurementOccurence
Y2721940061A;1,1006703;2024-10-09 20:41:27.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2721940061A;0,93490261;2024-10-09 20:41:27.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2740639382A;0,71077234;2024-10-10 04:09:03.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740639382A;0,25336254;2024-10-10 04:09:03.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2721930371A;0,95318878;2024-10-09 21:40:06.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2721930371A;0,95675331;2024-10-09 21:40:06.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2721930371A;0,42884269;2024-10-09 21:40:06.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2721930371A;1,2300657;2024-10-09 21:40:06.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2740652132A;0,25828114;2024-10-10 03:29:28.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2740652132A;3,6886437;2024-10-10 03:29:28.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2740652132A;0,26042101;2024-10-10 03:29:28.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2701255481A;1,4494609;2024-10-09 20:02:00.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2701255481A;1,4145101;2024-10-09 20:02:00.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2701255481A;1,9614449;2024-10-09 20:02:00.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2701255481A;0,4850736;2024-10-09 20:02:00.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2701255481A;0,51894647;2024-10-09 20:02:00.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750447101A;1,4109411;2024-10-10 00:07:30.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750447101A;0,35968378;2024-10-10 00:07:30.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740026231A;1,6142147;2024-10-09 22:04:17.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2722241041A;0,24615613;2024-10-09 19:45:11.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2722241041A;1,2976061;2024-10-09 19:45:11.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2722241041A;0,22393543;2024-10-09 19:45:11.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2722241041A;0,77278662;2024-10-09 19:45:11.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740629582A;0,66360134;2024-10-10 03:18:50.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2740629582A;0,21156649;2024-10-10 03:18:50.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740629582A;0,75335425;2024-10-10 03:18:50.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740629582A;2,5738339;2024-10-10 03:18:50.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740629582A;0,26282147;2024-10-10 03:18:50.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750622111A;0,24179785;2024-10-09 22:32:26.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2750622111A;0,82735437;2024-10-09 22:32:26.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2702300301A;0,25194332;2024-10-09 21:11:56.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2702300301A;1,7707171;2024-10-09 21:11:56.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2710023571A;1,4784225;2024-10-09 20:57:20.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2710023571A;1,5069355;2024-10-09 20:57:20.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2710023571A;0,67539853;2024-10-09 20:57:20.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2710023571A;2,41956;2024-10-09 20:57:20.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2710023571A;0,53544301;2024-10-09 20:57:20.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2721654041A;1,5499537;2024-10-09 20:50:07.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2721654041A;0,33849117;2024-10-09 20:50:07.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2721654041A;0,22496389;2024-10-09 20:50:07.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2721654041A;0,76204723;2024-10-09 20:50:07.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2721654041A;0,66713512;2024-10-09 20:50:07.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2710023571A;1,4278572;2024-10-09 20:57:11.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2711247171A;0,67240542;2024-10-10 03:17:35.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2711247171A;1,5883968;2024-10-10 03:17:35.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2711247171A;0,23787203;2024-10-10 03:17:35.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2711247171A;0,21420628;2024-10-10 03:17:35.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2711247171A;0,66583025;2024-10-10 03:17:35.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2741130012A;0,18946487;2024-10-10 04:21:58.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2741130012A;0,23724736;2024-10-10 04:21:58.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2741130012A;0,63547665;2024-10-10 04:21:58.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2741130012A;0,69504499;2024-10-10 04:21:58.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2741130012A;1,7525591;2024-10-10 04:21:58.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740702382A;1,3194252;2024-10-10 04:43:55.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740702382A;0,69780242;2024-10-10 04:43:55.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750616451A;0,16014764;2024-10-10 00:06:09.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2750616451A;0,7491582;2024-10-10 00:06:09.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2750616451A;0,24577963;2024-10-10 00:06:09.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750616451A;0,73953992;2024-10-10 00:06:09.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750616451A;1,5487548;2024-10-10 00:06:09.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740605252A;0,26289183;2024-10-10 03:01:36.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2740605252A;0,73339242;2024-10-10 03:01:36.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2740605252A;0,73961574;2024-10-10 03:01:36.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740605252A;1,9882054;2024-10-10 03:01:36.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740605252A;0,20263194;2024-10-10 03:01:36.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2710021021A;0,7669372;2024-10-09 21:24:34.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2710021021A;1,2999812;2024-10-09 21:24:34.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2710021021A;0,83315068;2024-10-09 21:24:34.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2721947321A;0,65889966;2024-10-09 20:34:16.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2721947321A;0,25682724;2024-10-09 20:34:16.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2721947321A;0,2445939;2024-10-09 20:34:16.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750340381A;1,0513176;2024-10-09 23:47:07.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2750340381A;0,26667309;2024-10-09 23:47:07.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2750340381A;0,25813648;2024-10-09 23:47:07.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2750340381A;1,418761;2024-10-09 23:47:07.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2750340381A;1,658533;2024-10-09 23:47:07.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2722225541A;0,34093651;2024-10-09 19:51:54.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2722225541A;0,92815393;2024-10-09 19:51:54.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2722225541A;0,89663386;2024-10-09 19:51:54.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2722225541A;0,32277972;2024-10-09 19:51:54.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2722225541A;1,5232193;2024-10-09 19:51:54.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2741209442A;0,17315657;2024-10-10 03:08:47.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2741209442A;0,60228395;2024-10-10 03:08:47.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2741209442A;0,64664298;2024-10-10 03:08:47.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2741209442A;1,8117498;2024-10-10 03:08:47.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2741209442A;0,19524948;2024-10-10 03:08:47.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2710406381A;1,3059543;2024-10-10 05:14:32.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2710406381A;0,44744474;2024-10-10 05:14:32.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2710406381A;1,8181223;2024-10-10 05:14:32.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2750329511A;1,4065843;2024-10-09 23:51:30.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;3
Y2702034411A;1,504097;2024-10-10 01:56:31.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2702034411A;1,2785494;2024-10-10 01:56:31.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2701907531A;1,2888873;2024-10-09 23:18:48.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2701907531A;1,4586912;2024-10-09 23:18:48.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2701907531A;0,35918748;2024-10-09 23:18:48.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2701907531A;1,2294129;2024-10-09 23:18:48.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2702135461A;1,6203952;2024-10-10 00:44:29.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;3
Y2702135461A;0,39684817;2024-10-10 00:44:29.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;3
Y2702238181A;0,97052211;2024-10-09 21:25:17.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;3
Y2701849491A;0,94435692;2024-10-10 01:53:12.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2741616151A;0,35066038;2024-10-09 19:56:08.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2741616151A;1,3859036;2024-10-09 19:56:08.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2741616151A;0,27577272;2024-10-09 19:56:08.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2741616151A;0,77914304;2024-10-09 19:56:08.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2741616151A;0,74476725;2024-10-09 19:56:08.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2721959131A;0,23659275;2024-10-09 19:30:22.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2702100221A;0,89399749;2024-10-10 02:56:00.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2702100221A;0,75786644;2024-10-10 02:56:00.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2702100221A;0,16839498;2024-10-10 02:56:00.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2702100221A;1,8800057;2024-10-10 02:56:00.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2702100221A;0,2615428;2024-10-10 02:56:00.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2710922401A;0,71452016;2024-10-10 04:45:13.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2701810511A;0,2092374;2024-10-10 00:18:34.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2701810511A;0,79954445;2024-10-10 00:18:34.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750435151A;0,77982777;2024-10-09 22:33:22.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2750435151A;1,8954536;2024-10-09 22:33:22.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2750435151A;0,28156552;2024-10-09 22:33:22.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2750435151A;0,87383103;2024-10-09 22:33:22.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2701226591A;0,39440235;2024-10-09 20:16:53.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2701226591A;1,0952858;2024-10-09 20:16:53.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2701226591A;1,2896646;2024-10-09 20:16:53.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2701226591A;1,1345551;2024-10-09 20:16:53.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2701226591A;0,34581792;2024-10-09 20:16:53.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2701948111A;0,27139831;2024-10-10 02:16:08.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2701948111A;2,4138217;2024-10-10 02:16:08.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2701948111A;1,0324177;2024-10-10 02:16:08.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2701948111A;1,1830187;2024-10-10 02:16:08.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2701948111A;0,28093344;2024-10-10 02:16:08.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2701840471A;1,3932223;2024-10-09 23:19:23.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2701840471A;0,32302597;2024-10-09 23:19:23.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2701840471A;1,5951726;2024-10-09 23:19:23.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2701840471A;0,30316207;2024-10-09 23:19:23.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2720917161A;1,0774103;2024-10-10 00:52:20.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2720917161A;1,9401561;2024-10-10 00:52:20.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2720917161A;0,23008758;2024-10-10 00:52:20.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2720917161A;0,24367633;2024-10-10 00:52:20.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2720917161A;0,87403536;2024-10-10 00:52:20.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750632281A;0,25632417;2024-10-09 22:22:56.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2750632281A;1,1871493;2024-10-09 22:22:56.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2732142081A;0,29995742;2024-10-09 22:04:56.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2732142081A;0,3256205;2024-10-09 22:04:56.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2750539071A;1,6173102;2024-10-09 22:21:40.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2750539071A;0,81832236;2024-10-09 22:21:40.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2750539071A;0,90102023;2024-10-09 22:21:40.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750539071A;0,25420576;2024-10-09 22:21:40.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750539071A;0,29737341;2024-10-09 22:21:40.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2751005431A;0,26591828;2024-10-09 23:45:31.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2751005431A;1,4479575;2024-10-09 23:45:31.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2751005431A;0,25695348;2024-10-09 23:45:31.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2751005431A;1,4079599;2024-10-09 23:45:31.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2751005431A;1,1332425;2024-10-09 23:45:31.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2710044411A;0,29587913;2024-10-09 21:17:06.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2710044411A;0,83915603;2024-10-09 21:17:06.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2710044411A;1,4381961;2024-10-09 21:17:06.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2710044411A;0,79854381;2024-10-09 21:17:06.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2710044411A;0,30537075;2024-10-09 21:17:06.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750609211A;0,25297624;2024-10-09 22:15:39.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2750609211A;0,29272863;2024-10-09 22:15:39.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2741244182A;0,22281209;2024-10-10 04:59:50.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
