Dmc;Value;Timestamp;Feature;Machine;LowerLimit;UpperLimit;MeasurementOccurence
Y2701918471A;0,26572713;2024-10-10 00:37:42.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2701918471A;1,7267944;2024-10-10 00:37:42.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2701918471A;1,2083474;2024-10-10 00:37:42.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2701918471A;0,26569799;2024-10-10 00:37:42.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2750648551A;0,81031483;2024-10-09 23:01:11.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750421171A;0,8965714;2024-10-09 22:24:14.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750421171A;1,6381119;2024-10-09 22:24:14.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2750421171A;0,28138012;2024-10-09 22:24:14.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2750421171A;0,30082917;2024-10-09 22:24:14.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2722229101A;0,99061209;2024-10-09 19:51:40.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2722229101A;1,1504512;2024-10-09 19:51:40.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2722229101A;0,31659675;2024-10-09 19:51:40.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2722229101A;0,38827938;2024-10-09 19:51:40.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2722229101A;1,3970324;2024-10-09 19:51:40.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2750625041A;1,4630529;2024-10-10 00:04:36.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;3
Y2702026521A;0,82497782;2024-10-09 23:28:41.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2702026521A;0,26475728;2024-10-09 23:28:41.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2702026521A;0,27675989;2024-10-09 23:28:41.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2702026521A;0,85736334;2024-10-09 23:28:41.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2702026521A;1,427326;2024-10-09 23:28:41.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2721903551A;0,99345231;2024-10-09 20:21:49.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;3
Y2721903551A;1,0181843;2024-10-09 20:21:49.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;3
Y2721903551A;1,5859563;2024-10-09 20:21:49.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;3
Y2721903551A;0,42377779;2024-10-09 20:21:49.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;3
Y2721903551A;0,36056888;2024-10-09 20:21:49.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;3
Y2740048461A;1,4000003;2024-10-09 21:55:13.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740048461A;0,30531543;2024-10-09 21:55:13.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740048461A;1,3517375;2024-10-09 21:55:13.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740048461A;1,0458179;2024-10-09 21:55:13.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2740048461A;0,34971529;2024-10-09 21:55:13.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750354351A;1,1110072;2024-10-09 23:02:09.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750354351A;0,33997065;2024-10-09 23:02:09.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750354351A;1,0670737;2024-10-09 23:02:09.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2750354351A;1,3997324;2024-10-09 23:02:09.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2750354351A;0,31484857;2024-10-09 23:02:09.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2701316361A;1,4329127;2024-10-09 20:05:55.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2701316361A;1,4719355;2024-10-09 20:05:55.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2701316361A;0,35606235;2024-10-09 20:05:55.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2701316361A;0,4662655;2024-10-09 20:05:55.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2701316361A;1,2755332;2024-10-09 20:05:55.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2722154151A;1,4192231;2024-10-09 21:39:13.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2722154151A;0,46114254;2024-10-09 21:39:13.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2722154151A;1,0224075;2024-10-09 21:39:13.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2722154151A;1,0743371;2024-10-09 21:39:13.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2722154151A;0,4027231;2024-10-09 21:39:13.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2741123462A;0,23188499;2024-10-10 04:06:21.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2741123462A;0,67684394;2024-10-10 04:06:21.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2741123462A;1,4188811;2024-10-10 04:06:21.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740711472A;0,85771626;2024-10-10 03:29:54.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2740711472A;0,30622265;2024-10-10 03:29:54.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740711472A;1,8104975;2024-10-10 03:29:54.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740711472A;1,0905133;2024-10-10 03:29:54.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740711472A;0,25797358;2024-10-10 03:29:54.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2741351301A;0,89588571;2024-10-09 19:54:33.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2741351301A;0,30203867;2024-10-09 19:54:33.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2741351301A;0,98856103;2024-10-09 19:54:33.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2741351301A;0,29862267;2024-10-09 19:54:33.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2741351301A;1,3247617;2024-10-09 19:54:33.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2732144351A;1,0759982;2024-10-09 21:51:59.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;3
Y2732144351A;1,5052404;2024-10-09 21:51:59.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;3
Y2740719172A;0,19824022;2024-10-10 04:28:21.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740719172A;0,21173321;2024-10-10 04:28:21.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2740719172A;0,70099926;2024-10-10 04:28:21.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740719172A;0,70783132;2024-10-10 04:28:21.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2740719172A;2,4463179;2024-10-10 04:28:21.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2741544081A;0,36572433;2024-10-09 20:38:41.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2741544081A;0,2414708;2024-10-09 20:38:41.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2741544081A;1,3163489;2024-10-09 20:38:41.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2741544081A;0,95898604;2024-10-09 20:38:41.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2721904191A;1,5863442;2024-10-09 20:19:28.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;3
Y2721904191A;1,0396627;2024-10-09 20:19:28.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;3
Y2741156382A;0,67953038;2024-10-10 04:06:49.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2741156382A;0,18802968;2024-10-10 04:06:49.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2741156382A;0,77014065;2024-10-10 04:06:49.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2741156382A;0,26605603;2024-10-10 04:06:49.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2741156382A;1,4492184;2024-10-10 04:06:49.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2750401131A;1,3506012;2024-10-09 23:06:38.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2750401131A;0,93560404;2024-10-09 23:06:38.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750401131A;0,22748752;2024-10-09 23:06:38.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750401131A;0,98523116;2024-10-09 23:06:38.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2750401131A;0,24594741;2024-10-09 23:06:38.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2710142481A;1,2526563;2024-10-09 21:43:33.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2710142481A;0,49873811;2024-10-09 21:43:33.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2710142481A;1,6691771;2024-10-09 21:43:33.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2710142481A;1,4683614;2024-10-09 21:43:33.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2710142481A;0,36873561;2024-10-09 21:43:33.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2741207112A;0,64617717;2024-10-10 04:26:37.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2741207112A;0,22999607;2024-10-10 04:26:37.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2741207112A;0,68029898;2024-10-10 04:26:37.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2741207112A;2,691407;2024-10-10 04:26:37.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2741207112A;0,21928641;2024-10-10 04:26:37.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2750400241A;1,2794325;2024-10-09 23:01:36.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2750400241A;0,28429207;2024-10-09 23:01:36.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2750400241A;1,1763792;2024-10-09 23:01:36.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2750400241A;1,3819222;2024-10-09 23:01:36.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2750400241A;0,31799588;2024-10-09 23:01:36.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2740049591A;1,4527913;2024-10-09 21:54:19.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740049591A;0,70024747;2024-10-09 21:54:19.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740049591A;0,75710207;2024-10-09 21:54:19.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2740049591A;0,29364905;2024-10-09 21:54:19.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740049591A;0,26995522;2024-10-09 21:54:19.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750621211A;0,22961687;2024-10-10 00:08:05.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2750621211A;2,4795814;2024-10-10 00:08:05.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2750621211A;0,22357623;2024-10-10 00:08:05.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750621211A;0,7002207;2024-10-10 00:08:05.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2750621211A;0,76378137;2024-10-10 00:08:05.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2722242191A;0,92010349;2024-10-09 20:35:01.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2722242191A;0,86993319;2024-10-09 20:35:01.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2722242191A;0,29180264;2024-10-09 20:35:01.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2722242191A;0,30960622;2024-10-09 20:35:01.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2722242191A;1,4826905;2024-10-09 20:35:01.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740101201A;0,25701827;2024-10-10 05:57:55.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740101201A;0,71655571;2024-10-10 05:57:55.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740101201A;0,1933383;2024-10-10 05:57:55.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2740101201A;0,711402;2024-10-10 05:57:55.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2740101201A;1,6130248;2024-10-10 05:57:55.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2750340121A;1,2794653;2024-10-09 23:13:53.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;3
Y2750340121A;0,26742902;2024-10-09 23:13:53.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;3
Y2750340121A;0,32359147;2024-10-09 23:13:53.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;3
Y2750340121A;1,6752775;2024-10-09 23:13:53.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;3
Y2750340121A;1,9231424;2024-10-09 23:13:53.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;3
Y2750508131A;1,2237792;2024-10-09 22:57:37.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2750508131A;1,3609143;2024-10-09 22:57:37.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2750508131A;1,152633;2024-10-09 22:57:37.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750508131A;0,32399786;2024-10-09 22:57:37.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750508131A;0,29336488;2024-10-09 22:57:37.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2751803121A;0,76074457;2024-10-10 04:00:25.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2751803121A;0,7371698;2024-10-10 04:00:25.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2751803121A;0,21537805;2024-10-10 04:00:25.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2751803121A;0,25535271;2024-10-10 04:00:25.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2722123371A;0,32293838;2024-10-09 19:56:25.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2722123371A;1,4659848;2024-10-09 19:56:25.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2722123371A;1,0442191;2024-10-09 19:56:25.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2722123371A;0,9134441;2024-10-09 19:56:25.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2722123371A;0,26634878;2024-10-09 19:56:25.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2711255001A;0,72178513;2024-10-10 04:05:56.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2711255001A;0,25563875;2024-10-10 04:05:56.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2711255001A;0,7091397;2024-10-10 04:05:56.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2711255001A;0,24413851;2024-10-10 04:05:56.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2711257281A;0,23992561;2024-10-10 03:52:33.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2711257281A;1,6893091;2024-10-10 03:52:33.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2751010371A;0,24143773;2024-10-09 23:11:04.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2751010371A;0,27183056;2024-10-09 23:11:04.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2751010371A;2,3214998;2024-10-09 23:11:04.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2751010371A;0,7538482;2024-10-09 23:11:04.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2751010371A;0,82235122;2024-10-09 23:11:04.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2741216132A;0,31509951;2024-10-10 04:19:25.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2741216132A;0,74843889;2024-10-10 04:19:25.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2741216132A;0,1973855;2024-10-10 04:19:25.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2741216132A;1,6488595;2024-10-10 04:19:25.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2741216132A;0,81646556;2024-10-10 04:19:25.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2750333321A;0,22766353;2024-10-09 23:42:34.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;3
Y2750333321A;1,547786;2024-10-09 23:42:34.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;3
Y2762234591A;0,27297375;2024-10-10 03:39:31.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2762234591A;0,92261463;2024-10-10 03:39:31.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2762234591A;0,28286964;2024-10-10 03:39:31.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2720654341A;1,0182306;2024-10-10 01:41:14.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2720654341A;0,94016415;2024-10-10 01:41:14.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2720654341A;0,25720987;2024-10-10 01:41:14.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
